scaffold_name	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	stitle	staxids	sscinames	sphylums	skingdoms	sskingdoms
scaffold_7513_c1	scaffold_7513_c1_1	MPZ12856_1	64.3	70	25	0	1	70	74	143	4.46e-21	94.4	97	246	MPZ12856_1 IS3 family transposase [Chloroflexi bacterium]	2026724	Chloroflexi bacterium	Chloroflexi	0	Bacteria
scaffold_7513_c1	scaffold_7513_c1_2	MBV8543727_1	63.9	241	86	1	12	252	5	244	1.26e-108	323	253	244	MBV8543727_1 DUF3800 domain-containing protein [Acidobacteria bacterium] >MBV9069795.1 DUF3800 domain-containing protein [Acidobacteria bacterium] >MBV9184364.1 DUF3800 domain-containing protein [Acidobacteria bacterium]	1978231	Acidobacteria bacterium	Acidobacteria	0	Bacteria
scaffold_7527_c1	scaffold_7527_c1_1	MBD0330923_1	70.7	41	12	0	14	54	10	50	6.52e-11	65.9	54	261	MBD0330923_1 RNA polymerase sigma factor WhiG [Thermoleophilia bacterium]	2026888	Thermoleophilia bacterium	Actinobacteria	0	Bacteria
scaffold_7527_c1	scaffold_7527_c1_2	MBE5967053_1	47.8	69	36	0	9	77	10	78	2.90e-14	77.0	110	244	MBE5967053_1 site-specific DNA-methyltransferase [Lachnospiraceae bacterium]	1898203	Lachnospiraceae bacterium	Firmicutes	0	Bacteria
scaffold_7527_c1	scaffold_7527_c1_4	WP_178138828_1	90.5	201	19	0	16	216	15	215	6.03e-142	405	221	222	WP_178138828_1 MT-A70 family methyltransferase [Ferrithrix thermotolerans]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_7527_c1	scaffold_7527_c1_6	WP_141381262_1	43.0	114	61	2	3	112	18	131	1.01e-21	94.4	122	142	WP_141381262_1 hypothetical protein [Microbacterium lacticum] >TQM90964.1 hypothetical protein FHX68_2818 [Microbacterium lacticum] >GEB96074.1 hypothetical protein MLA01_22930 [Microbacterium lacticum] >GGI71662.1 hypothetical protein GCM10009724_23200 [Microbacterium lacticum]	33885	Microbacterium lacticum	Actinobacteria	0	Bacteria
scaffold_7553_c1	scaffold_7553_c1_1	WP_072791125_1	100	41	0	0	1	41	112	152	5.75e-16	79.0	42	277	WP_072791125_1 flagellin [Ferrithrix thermotolerans] >SHE78254.1 flagellin [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_7553_c1	scaffold_7553_c1_2	WP_072791125_1	100	106	0	0	1	106	172	277	1.77e-51	173	107	277	WP_072791125_1 flagellin [Ferrithrix thermotolerans] >SHE78254.1 flagellin [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_7553_c1	scaffold_7553_c1_3	WP_072791122_1	96.1	762	30	0	1	762	1	762	0.0	1230	762	852	WP_072791122_1 flagellar filament capping protein FliD [Ferrithrix thermotolerans] >SHE78235.1 flagellar hook-associated protein 2 [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_7641_c1	scaffold_7641_c1_2	MBN2098987_1	63.6	77	28	0	23	99	44	120	5.13e-23	100	100	274	MBN2098987_1 serine protease [Dehalococcoidia bacterium]	2026734	Dehalococcoidia bacterium	Chloroflexi	0	Bacteria
scaffold_7641_c1	scaffold_7641_c1_4	MBI5659844_1	83.2	388	65	0	1	388	1	388	3.27e-241	671	389	388	MBI5659844_1 DUF262 domain-containing protein [Nitrosomonadales bacterium]	2026761	Nitrosomonadales bacterium	Proteobacteria	0	Bacteria
scaffold_7641_c1	scaffold_7641_c1_5	ADJ26452_1	75.9	212	44	2	1	206	197	407	2.09e-111	335	208	409	ADJ26452_1 Site-specific DNA-methyltransferase (adenine-specific) [Dehalogenimonas lykanthroporepellens BL-DC-9]	552811	Dehalogenimonas lykanthroporepellens BL-DC-9	Chloroflexi	0	Bacteria
scaffold_7658_c1	scaffold_7658_c1_1	MBX6375749_1	47.1	121	60	3	9	128	103	220	1.03e-24	110	199	385	MBX6375749_1 recombinase RecT [Acetobacteraceae bacterium]	1909293	Acetobacteraceae bacterium	Proteobacteria	0	Bacteria
scaffold_7658_c1	scaffold_7658_c1_2	MCA7118146_1	50.0	242	118	2	1	241	7	246	5.67e-81	254	256	252	MCA7118146_1 hypothetical protein [Acidibrevibacterium sp.]	2606776	Acidibrevibacterium sp.	Proteobacteria	0	Bacteria
scaffold_7668_c1	scaffold_7668_c1_1	WP_215850811_1	62.2	535	198	2	1	533	1	533	4.92e-232	670	533	810	WP_215850811_1 toprim domain-containing protein, partial [Acidithiobacillus caldus] >MBU2801051.1 hypothetical protein [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_7668_c1	scaffold_7668_c1_2	MBW9248727_1	71.8	170	47	1	7	176	3	171	4.12e-85	258	177	172	MBW9248727_1 hypothetical protein [Acidithiobacillus ferriphilus] >MBW9255655.1 hypothetical protein [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_7668_c1	scaffold_7668_c1_3	WP_215881007_1	77.6	67	15	0	1	67	1	67	3.11e-26	101	69	68	WP_215881007_1 hypothetical protein [Acidithiobacillus albertensis] >MBU2743360.1 hypothetical protein [Acidithiobacillus albertensis]	119978	Acidithiobacillus albertensis	Proteobacteria	0	Bacteria
scaffold_7668_c1	scaffold_7668_c1_4	WP_215850812_1	78.5	65	14	0	1	65	1	65	2.33e-31	114	66	65	WP_215850812_1 AlpA family phage regulatory protein [Acidithiobacillus caldus] >MBU2801053.1 AlpA family phage regulatory protein [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_7692_c1	scaffold_7692_c1_1	QVL55681_1	29.4	408	231	16	283	659	1792	2171	1.75e-06	65.9	947	2911	QVL55681_1 MAG: filamentous hemagglutinin N-terminal domain-containing protein [Simkaniaceae bacterium]	2698248	Simkaniaceae bacterium	Chlamydiae	0	Bacteria
scaffold_7702_c1	scaffold_7702_c1_1	WP_133161125_1	56.9	346	144	2	4	345	7	351	6.67e-136	403	355	411	WP_133161125_1 DNA cytosine methyltransferase [Microterricola pindariensis]	478010	Microterricola pindariensis	Actinobacteria	0	Bacteria
scaffold_7702_c1	scaffold_7702_c1_2	MXY87965_1	63.6	121	44	0	55	175	1	121	5.32e-47	160	185	126	MXY87965_1 very short patch repair endonuclease [Dehalococcoidia bacterium]	2026734	Dehalococcoidia bacterium	Chloroflexi	0	Bacteria
scaffold_7702_c1	scaffold_7702_c1_3	MCA1707578_1	38.5	239	139	3	78	310	32	268	7.25e-30	129	413	351	MCA1707578_1 PD-(D/E)XK nuclease family protein [Actinomycetia bacterium]	1883427	Actinomycetia bacterium	Actinobacteria	0	Bacteria
scaffold_7752_c1	scaffold_7752_c1_1	WP_056931632_1	95.1	940	46	0	1	940	146	1085	0.0	1783	940	1096	WP_056931632_1 MULTISPECIES: SNF2-related protein [Stenotrophomonas] >KRG85621.1 helicase [Stenotrophomonas acidaminiphila] >QOF97368.1 DEAD/DEAH box helicase family protein [Stenotrophomonas sp. CW117]	40323	Stenotrophomonas	Proteobacteria	0	Bacteria
scaffold_7868_c1	scaffold_7868_c1_1	MCL5264904_1	30.0	303	175	7	29	327	32	301	1.67e-14	84.7	330	302	MCL5264904_1 hypothetical protein [Chloroflexi bacterium]	2026724	Chloroflexi bacterium	Chloroflexi	0	Bacteria
scaffold_7868_c1	scaffold_7868_c1_2	NDD52766_1	35.1	296	168	6	7	285	37	325	7.80e-46	168	304	336	NDD52766_1 hypothetical protein [bacterium]	1869227	bacterium	0	0	Bacteria
scaffold_7868_c1	scaffold_7868_c1_3	MSU37407_1	43.5	115	45	4	119	232	200	295	1.51e-07	64.7	263	1368	MSU37407_1 hypothetical protein [Pedosphaera sp.]	2024890	Pedosphaera sp.	Verrucomicrobia	0	Bacteria
scaffold_7964_c1	scaffold_7964_c1_1	MBU2823154_1	45.1	233	119	5	3	230	2	230	6.88e-58	194	233	240	MBU2823154_1 hypothetical protein [Acidithiobacillus ferrooxidans]	920	Acidithiobacillus ferrooxidans	Proteobacteria	0	Bacteria
scaffold_7964_c1	scaffold_7964_c1_2	WP_211371683_1	47.6	103	52	2	1	101	1	103	4.24e-16	85.1	186	271	WP_211371683_1 S24 family peptidase [Acidithiobacillus thiooxidans] >QFX95096.1 hypothetical protein GCD22_00597 [Acidithiobacillus thiooxidans ATCC 19377]	930	Acidithiobacillus thiooxidans	Proteobacteria	0	Bacteria
scaffold_7964_c1	scaffold_7964_c1_3	WP_248885710_1	52.6	367	137	6	1	360	1	337	1.12e-87	281	387	401	WP_248885710_1 hypothetical protein [Acidithiobacillus sp. S30A2]	2937799	Acidithiobacillus sp. S30A2	Proteobacteria	0	Bacteria
scaffold_7996_c1	scaffold_7996_c1_1	MCL4508640_1	88.7	257	29	0	22	278	2	258	2.47e-162	482	278	847	MCL4508640_1 DEAD/DEAH box helicase family protein [Chloroflexi bacterium]	2026724	Chloroflexi bacterium	Chloroflexi	0	Bacteria
scaffold_7996_c1	scaffold_7996_c1_2	WP_072792686_1	84.1	574	90	1	1	573	1	574	0.0	1013	575	576	WP_072792686_1 DNA methyltransferase [Ferrithrix thermotolerans] >SHF03312.1 adenine-specific DNA-methyltransferase [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_8077_c1	scaffold_8077_c1_1	XP_005536206_1	92.2	294	23	0	1	294	80	373	3.69e-205	575	295	373	XP_005536206_1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D] >BAM79920.1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D]	280699	Cyanidioschyzon merolae strain 10D	Rhodophyta	0	Eukaryota
scaffold_8186_c1	scaffold_8186_c1_2	WP_157293195_1	72.6	321	81	2	1	314	1	321	1.58e-170	488	350	327	WP_157293195_1 phosphoadenosine phosphosulfate reductase family protein [Acidithiobacillus ferrooxidans] >QZT53267.1 phosphoadenosine phosphosulfate reductase family protein [Acidithiobacillus ferrooxidans]	920	Acidithiobacillus ferrooxidans	Proteobacteria	0	Bacteria
scaffold_8226_c1	scaffold_8226_c1_1	MBI3464735_1	43.4	281	139	5	6	273	387	660	1.50e-60	221	429	756	MBI3464735_1 hypothetical protein [Planctomycetes bacterium]	2026780	Planctomycetes bacterium	Planctomycetes	0	Bacteria
scaffold_8226_c1	scaffold_8226_c1_3	MCI0460908_1	62.4	197	74	0	6	202	1	197	1.15e-80	258	202	471	MCI0460908_1 glycosyltransferase [Gemmataceae bacterium]	2052164	Gemmataceae bacterium	Planctomycetes	0	Bacteria
scaffold_8305_c1	scaffold_8305_c1_2	MBO59926_1	34.6	179	105	4	11	179	1	177	3.18e-22	99.8	201	186	MBO59926_1 hypothetical protein [Acidimicrobiaceae bacterium]	2024894	Acidimicrobiaceae bacterium	Actinobacteria	0	Bacteria
scaffold_8458_c1	scaffold_8458_c1_1	WP_249009260_1	40.7	241	123	9	17	248	371	600	9.49e-38	159	572	635	WP_249009260_1 hypothetical protein [Conexibacter sp. DBS9H8]	2937801	Conexibacter sp. DBS9H8	Actinobacteria	0	Bacteria
scaffold_8494_c1	scaffold_8494_c1_2	WP_249020561_1	28.8	444	254	5	83	525	164	546	2.50e-27	132	812	1469	WP_249020561_1 phage tail tip lysozyme [Conexibacter sp. S30A1]	2937800	Conexibacter sp. S30A1	Actinobacteria	0	Bacteria
scaffold_8592_c1	scaffold_8592_c1_1	MBE3605239_1	97.4	506	13	0	1	506	6	511	0.0	972	507	523	MBE3605239_1 hypothetical protein [bacterium]	1869227	bacterium	0	0	Bacteria
scaffold_8592_c1	scaffold_8592_c1_2	MBF6559126_1	72.6	332	90	1	1	331	1	332	1.11e-171	495	332	460	MBF6559126_1 DUF935 domain-containing protein [Candidatus Binataceae bacterium]	2785449	Candidatus Binataceae bacterium	Candidatus Binatota	0	Bacteria
scaffold_8634_c1	scaffold_8634_c1_2	MBS0229703_1	42.9	310	162	9	1	304	1	301	1.17e-62	211	305	301	MBS0229703_1 DUF2460 domain-containing protein [Proteobacteria bacterium]	1977087	Proteobacteria bacterium	Proteobacteria	0	Bacteria
scaffold_8634_c1	scaffold_8634_c1_3	WP_215865305_1	45.8	437	210	9	40	465	801	1221	7.71e-87	300	468	1224	WP_215865305_1 phage tail tip lysozyme [Acidithiobacillus caldus] >MBU2763756.1 hypothetical protein [Acidithiobacillus caldus] >MBU2770011.1 hypothetical protein [Acidithiobacillus caldus] >MBU2782358.1 hypothetical protein [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_8633_c1	scaffold_8633_c1_1	WP_195126565_1	63.4	112	40	1	9	119	20	131	1.07e-43	152	127	194	WP_195126565_1 hypothetical protein [Nocardia puris] >MBF6368391.1 hypothetical protein [Nocardia puris]	208602	Nocardia puris	Actinobacteria	0	Bacteria
scaffold_8633_c1	scaffold_8633_c1_2	MBT4189055_1	37.2	247	147	5	50	293	12	253	8.55e-38	145	301	263	MBT4189055_1 hypothetical protein [Gemmatimonadales bacterium] >MBT7694585.1 hypothetical protein [Gemmatimonadales bacterium]	2448054	Gemmatimonadales bacterium	Gemmatimonadetes	0	Bacteria
scaffold_8633_c1	scaffold_8633_c1_4	MBF6558173_1	47.4	268	136	4	39	304	52	316	6.75e-61	214	307	590	MBF6558173_1 CRISPR-associated endonuclease Cas1 [Acidimicrobiales bacterium]	2201156	Acidimicrobiales bacterium	Actinobacteria	0	Bacteria
scaffold_8653_c1	scaffold_8653_c1_2	WP_183717160_1	62.3	167	59	2	35	200	6	169	9.08e-59	192	206	173	WP_183717160_1 hypothetical protein [Paraburkholderia tropica] >MBB3004375.1 hypothetical protein [Paraburkholderia tropica]	92647	Paraburkholderia tropica	Proteobacteria	0	Bacteria
scaffold_8653_c1	scaffold_8653_c1_3	WP_048996406_1	72.2	450	125	0	3	452	5	454	2.33e-252	705	465	466	WP_048996406_1 phage terminase large subunit [Burkholderia multivorans]	87883	Burkholderia multivorans	Proteobacteria	0	Bacteria
scaffold_8653_c1	scaffold_8653_c1_4	PLO59395_1	43.3	157	78	3	5	155	4	155	2.32e-27	112	155	225	PLO59395_1 hypothetical protein CWN49_35295, partial [Klebsiella michiganensis]	1134687	Klebsiella michiganensis	Proteobacteria	0	Bacteria
scaffold_8662_c1	scaffold_8662_c1_1	NCZ71285_1	76.7	43	10	0	19	61	7	49	2.99e-13	68.2	61	69	NCZ71285_1 MoxR family ATPase [Actinomycetia bacterium]	1883427	Actinomycetia bacterium	Actinobacteria	0	Bacteria
scaffold_8662_c1	scaffold_8662_c1_2	MBV9661374_1	74.2	275	70	1	1	275	1	274	4.17e-139	403	277	274	MBV9661374_1 xanthine dehydrogenase family protein subunit M [Acidimicrobiales bacterium]	2201156	Acidimicrobiales bacterium	Actinobacteria	0	Bacteria
scaffold_8662_c1	scaffold_8662_c1_3	NDF82736_1	39.0	100	60	1	7	105	10	109	8.13e-11	65.1	110	109	NDF82736_1 xanthine dehydrogenase family protein molybdopterin-binding subunit [Actinomycetia bacterium]	1883427	Actinomycetia bacterium	Actinobacteria	0	Bacteria
scaffold_8662_c1	scaffold_8662_c1_4	WP_248109227_1	84.8	151	23	0	1	151	1	151	2.70e-89	267	156	161	WP_248109227_1 (2Fe-2S)-binding protein [Aciditerrimonas ferrireducens] >MCK4178095.1 (2Fe-2S)-binding protein [Aciditerrimonas ferrireducens]	667306	Aciditerrimonas ferrireducens	Actinobacteria	0	Bacteria
scaffold_8662_c1	scaffold_8662_c1_5	MBO0731915_1	75.3	247	60	1	1	247	184	429	2.87e-121	363	256	447	MBO0731915_1 molybdopterin-dependent oxidoreductase [Acidimicrobiaceae bacterium]	2024894	Acidimicrobiaceae bacterium	Actinobacteria	0	Bacteria
scaffold_8671_c1	scaffold_8671_c1_1	MCA1841749_1	40.3	149	82	5	2	148	5	148	1.61e-21	95.5	157	154	MCA1841749_1 hypothetical protein [Actinomycetia bacterium]	1883427	Actinomycetia bacterium	Actinobacteria	0	Bacteria
scaffold_8671_c1	scaffold_8671_c1_2	WP_226842732_1	61.5	325	119	2	29	347	17	341	3.63e-130	399	359	724	WP_226842732_1 zincin-like metallopeptidase domain-containing protein [Acidithiobacillus thiooxidans]	930	Acidithiobacillus thiooxidans	Proteobacteria	0	Bacteria
scaffold_8671_c1	scaffold_8671_c1_3	MBI1831432_1	50.3	143	71	0	1	143	1	143	4.81e-41	148	143	266	MBI1831432_1 hypothetical protein [Planctomycetes bacterium]	2026780	Planctomycetes bacterium	Planctomycetes	0	Bacteria
scaffold_8712_c1	scaffold_8712_c1_2	TMJ00812_1	32.8	758	443	17	60	803	328	1033	3.31e-91	320	805	1033	TMJ00812_1 hypothetical protein E6G97_17925 [Alphaproteobacteria bacterium]	1913988	Alphaproteobacteria bacterium	Proteobacteria	0	Bacteria
scaffold_8811_c1	scaffold_8811_c1_1	MBV9785978_1	45.2	73	37	1	1	70	31	103	9.43e-09	58.5	80	105	MBV9785978_1 hypothetical protein [Acidisphaera sp.]	1872116	Acidisphaera sp.	Proteobacteria	0	Bacteria
scaffold_8811_c1	scaffold_8811_c1_2	MBV9785979_1	60.2	437	167	3	6	440	37	468	2.40e-173	504	444	468	MBV9785979_1 phage terminase large subunit [Acidisphaera sp.]	1872116	Acidisphaera sp.	Proteobacteria	0	Bacteria
scaffold_8811_c1	scaffold_8811_c1_3	MBX5454349_1	91.4	291	25	0	21	311	1	291	4.17e-192	545	311	450	MBX5454349_1 phage portal protein [Methyloceanibacter sp.] >MCL6492231.1 phage portal protein [Acidobacteriia bacterium]	1965321	Methyloceanibacter sp.	Proteobacteria	0	Bacteria
scaffold_8837_c1	scaffold_8837_c1_1	MCL6579599_1	33.3	607	323	18	1	595	1	537	7.27e-87	293	642	567	MCL6579599_1 hypothetical protein [Candidatus Bathyarchaeota archaeon]	2026714	Candidatus Bathyarchaeota archaeon	Candidatus Bathyarchaeota	0	Archaea
scaffold_8855_c1	scaffold_8855_c1_1	WP_215892073_1	67.7	733	234	3	1	732	122	852	0.0	1011	743	863	WP_215892073_1 phage/plasmid primase, P4 family [Acidithiobacillus ferriphilus] >MBU2831895.1 DUF3854 domain-containing protein [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_8921_c1	scaffold_8921_c1_1	WP_215862109_1	66.5	212	71	0	14	225	6	217	9.07e-94	287	225	305	WP_215862109_1 P-type conjugative transfer ATPase TrbB [Acidithiobacillus ferriphilus] >MBU2854886.1 P-type conjugative transfer ATPase TrbB [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_8921_c1	scaffold_8921_c1_2	WP_215861606_1	56.9	153	66	0	35	187	36	188	4.41e-52	176	193	189	WP_215861606_1 restriction endonuclease [Acidithiobacillus ferriphilus] >MBU2853469.1 restriction endonuclease [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_8921_c1	scaffold_8921_c1_4	WP_215862107_1	65.5	145	50	0	8	152	12	156	8.66e-53	175	160	165	WP_215862107_1 hypothetical protein [Acidithiobacillus ferriphilus] >MBU2854884.1 hypothetical protein [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_8921_c1	scaffold_8921_c1_5	WP_064702651_1	43.8	130	57	6	10	131	2	123	4.91e-18	85.1	135	131	WP_064702651_1 hypothetical protein [Halomonas caseinilytica] >SEN65942.1 hypothetical protein SAMN04487952_12333 [Halomonas caseinilytica]	438744	Halomonas caseinilytica	Proteobacteria	0	Bacteria
scaffold_8948_c1	scaffold_8948_c1_1	WP_031570522_1	44.6	139	77	0	1	139	464	602	3.10e-11	80.9	833	1304	WP_031570522_1 conjugal transfer protein TraG N-terminal domain-containing protein [Acidithiobacillus thiooxidans]	930	Acidithiobacillus thiooxidans	Proteobacteria	0	Bacteria
scaffold_8960_c1	scaffold_8960_c1_1	MBE7502898_1	50.0	104	47	3	1	103	1	100	4.07e-22	94.4	103	134	MBE7502898_1 hypothetical protein [Verrucomicrobiales bacterium]	2026801	Verrucomicrobiales bacterium	Verrucomicrobia	0	Bacteria
scaffold_8960_c1	scaffold_8960_c1_2	MSO37852_1	68.5	619	182	5	4	615	5	617	6.12e-315	876	617	618	MSO37852_1 site-specific DNA-methyltransferase [Acidimicrobiia bacterium]	2080302	Acidimicrobiia bacterium	Actinobacteria	0	Bacteria
scaffold_8960_c1	scaffold_8960_c1_3	MCK4391685_1	55.7	106	47	0	2	107	209	314	4.72e-35	132	111	318	MCK4391685_1 PD-(D/E)XK nuclease family protein [Candidatus Bipolaricaulota bacterium]	2306012	Candidatus Bipolaricaulota bacterium	Candidatus Bipolaricaulota	0	Bacteria
scaffold_9001_c1	scaffold_9001_c1_1	ACU54403_1	42.9	217	114	4	2	218	110	316	9.06e-41	152	222	317	ACU54403_1 hypothetical protein Afer_1480 [Acidimicrobium ferrooxidans DSM 10331]	525909	Acidimicrobium ferrooxidans DSM 10331	Actinobacteria	0	Bacteria
scaffold_9027_c1	scaffold_9027_c1_1	XP_005535528_1	86.7	625	83	0	1	625	1	625	0.0	1031	625	918	XP_005535528_1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D] >BAM79242.1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D]	280699	Cyanidioschyzon merolae strain 10D	Rhodophyta	0	Eukaryota
scaffold_4111_c2	scaffold_4111_c2_1	WP_231050108_1	40.4	507	276	9	6	509	2	485	6.78e-105	333	514	485	WP_231050108_1 hypothetical protein [Curtobacterium sp. C1] >UFU14632.1 hypothetical protein LQK89_02720 [Curtobacterium sp. C1]	2898151	Curtobacterium sp. C1	Actinobacteria	0	Bacteria
scaffold_4111_c2	scaffold_4111_c2_3	WP_072787523_1	63.8	127	46	0	1	127	1	127	1.63e-54	178	137	145	WP_072787523_1 hypothetical protein [Ferrithrix thermotolerans] >SHE27088.1 putative transposase [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_9202_c1	scaffold_9202_c1_1	NBW22244_1	71.2	382	102	2	13	386	10	391	1.29e-204	579	386	414	NBW22244_1 site-specific DNA-methyltransferase [Caulobacteraceae bacterium]	1978230	Caulobacteraceae bacterium	Proteobacteria	0	Bacteria
scaffold_9202_c1	scaffold_9202_c1_3	SEN72721_1	56.3	48	21	0	3	50	8	55	1.83e-09	58.2	56	61	SEN72721_1 hypothetical protein SAMN04488003_12927 [Loktanella fryxellensis]	245187	Loktanella fryxellensis	Proteobacteria	0	Bacteria
scaffold_9229_c1	scaffold_9229_c1_1	WP_248885710_1	64.5	183	62	2	1	181	1	182	3.62e-70	228	187	401	WP_248885710_1 hypothetical protein [Acidithiobacillus sp. S30A2]	2937799	Acidithiobacillus sp. S30A2	Proteobacteria	0	Bacteria
scaffold_9229_c1	scaffold_9229_c1_2	WP_215870713_1	65.6	180	60	1	6	183	7	186	1.63e-78	242	185	187	WP_215870713_1 MULTISPECIES: BRO family protein [unclassified Acidithiobacillus] >MBU2753115.1 hypothetical protein [Acidithiobacillus sp. CV18-3] >MBU2757173.1 hypothetical protein [Acidithiobacillus sp. BN09-2] >MBU2776372.1 hypothetical protein [Acidithiobacillus sp. CV18-2] >MBU2798695.1 hypothetical protein [Acidithiobacillus sp. VAN18-4]	2614800	unclassified Acidithiobacillus	Proteobacteria	0	Bacteria
scaffold_9229_c1	scaffold_9229_c1_3	MBN6742456_1	65.1	146	51	0	1	146	5	150	2.27e-59	191	150	152	MBN6742456_1 helix-turn-helix domain-containing protein [Acidithiobacillus sp. MC6.1]	2801580	Acidithiobacillus sp. MC6.1	Proteobacteria	0	Bacteria
scaffold_9263_c1	scaffold_9263_c1_1	MCA1836396_1	59.9	162	65	0	4	165	3	164	4.29e-64	205	183	177	MCA1836396_1 hypothetical protein [Actinomycetia bacterium]	1883427	Actinomycetia bacterium	Actinobacteria	0	Bacteria
scaffold_9263_c1	scaffold_9263_c1_2	HAW11142_1	78.1	269	59	0	14	282	34	302	1.36e-154	444	293	308	HAW11142_1 site-specific DNA-methyltransferase [Chloroflexi bacterium] >HBV93139.1 site-specific DNA-methyltransferase [Chloroflexi bacterium]	2026724	Chloroflexi bacterium	Chloroflexi	0	Bacteria
scaffold_9263_c1	scaffold_9263_c1_3	WP_218005593_1	81.7	153	28	0	1	153	1	153	3.77e-86	259	157	156	WP_218005593_1 cytidine deaminase [Janibacter terrae]	103817	Janibacter terrae	Actinobacteria	0	Bacteria
scaffold_9263_c1	scaffold_9263_c1_4	WP_144930937_1	79.3	82	17	0	1	82	259	340	4.38e-36	134	83	340	WP_144930937_1 ParA family protein [Kocuria indica]	1049583	Kocuria indica	Actinobacteria	0	Bacteria
scaffold_9301_c1	scaffold_9301_c1_1	AYV85842_1	31.5	184	118	2	11	187	1	183	3.34e-22	100	197	222	AYV85842_1 hypothetical protein Satyrvirus52_1 [Satyrvirus sp.]	2487771	Satyrvirus sp.	Nucleocytoviricota	Bamfordvirae	Viruses
scaffold_9301_c1	scaffold_9301_c1_2	BCS83394_1	34.1	358	185	10	2	328	8	345	9.40e-19	97.4	334	346	BCS83394_1 putative N-acetyl transferase [Cotonvirus japonicus]	2811091	Cotonvirus japonicus	Nucleocytoviricota	Bamfordvirae	Viruses
scaffold_9305_c1	scaffold_9305_c1_1	WP_072756643_1	82.5	331	58	0	1	331	1	331	1.50e-192	545	332	398	WP_072756643_1 RNA-guided endonuclease TnpB family protein [Thermomonas hydrothermalis] >SHF32630.1 transposase, IS605 OrfB family, central region [Thermomonas hydrothermalis]	213588	Thermomonas hydrothermalis	Proteobacteria	0	Bacteria
scaffold_9305_c1	scaffold_9305_c1_2	MCK5235404_1	43.4	166	84	3	1	159	1	163	2.10e-32	124	174	179	MCK5235404_1 hypothetical protein [Deltaproteobacteria bacterium]	2026735	Deltaproteobacteria bacterium	Proteobacteria	0	Bacteria
scaffold_9305_c1	scaffold_9305_c1_3	HCW04373_1	59.8	259	102	2	2	259	82	339	8.09e-100	305	261	339	HCW04373_1 hypothetical protein [Clostridium sp.]	1506	Clostridium sp.	Firmicutes	0	Bacteria
scaffold_9342_c1	scaffold_9342_c1_2	WP_072792746_1	87.7	204	25	0	1	204	1	204	3.25e-124	359	205	204	WP_072792746_1 hypothetical protein [Ferrithrix thermotolerans] >SHF05560.1 hypothetical protein SAMN02745225_02348 [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_9342_c1	scaffold_9342_c1_3	WP_072792744_1	90.8	173	16	0	27	199	1	173	4.09e-105	310	200	173	WP_072792744_1 hypothetical protein [Ferrithrix thermotolerans] >SHF05536.1 hypothetical protein SAMN02745225_02347 [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_9351_c1	scaffold_9351_c1_1	XP_005535528_1	82.5	669	99	1	1	669	1	651	0.0	1043	670	918	XP_005535528_1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D] >BAM79242.1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D]	280699	Cyanidioschyzon merolae strain 10D	Rhodophyta	0	Eukaryota
